2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05,2.13e+05
2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05,2.7321e+05
3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05,3.3343e+05
3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05,3.9364e+05
4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05,4.5386e+05
5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05,5.1407e+05
5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05,5.7429e+05
6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05,6.345e+05
6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05,6.9471e+05
7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05,7.5493e+05
8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05,8.1514e+05
8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05,8.7536e+05
9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05,9.3557e+05
9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05,9.9579e+05
1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06,1.056e+06
